name,Country,Home Location Type,Reading Score Before Help,Reading Score After Help,School Satisfaction Before Help,School Satisfaction After Help
Jeremy Lin,USA,Town,40.0,48.93,5,5.0
Tiffany Powell,USA,City,40.0,43.37,4,5.0
Christine Herring,NZ,City,82.8,99.0,2,2.72889280168339
Adrian Miller,NZ,Rural,72.73,76.35,4,4.62104862881339
Brittney Rivera,USA,Rural,67.29,71.81,4,5.0
Vanessa Ortiz,South Korea,City,40.0,47.63,3,3.49256629085883
Sara Hughes,Denmark,Rural,91.34,100.0,4,5.0
Bethany Petersen,NZ,City,81.85,100.0,4,4.37716923011821
Terry Perez,USA,City,53.4,68.84,4,4.73184660111488
Holly Chapman,USA,Town,83.03,100.0,4,4.44628921412862
Dustin Ramirez,South Korea,City,40.0,57.43,4,5.0
Pamela Ferguson,USA,City,40.0,41.76,2,2.68385076416662
Frank Richardson,Denmark,City,53.34,63.35,4,4.57235922303878
Janice Shea,NZ,City,49.56,61.01,4,4.73802373620109
Gerald Rhodes,South Korea,City,64.19,83.47,4,5.0
Thomas Hall,USA,Town,88.82,100.0,4,5.0
Tracy Jones PhD,NZ,City,40.0,48.17,2,2.3851333293976
Deborah Hayes,Denmark,Rural,57.39,60.12,4,4.06812888538196
Kathy Castaneda,USA,City,71.46,69.63,4,4.92629847108564
William Aguilar,NZ,Town,64.03,75.85,5,5.0
Mr. Daniel Alvarez DDS,South Korea,City,61.28,86.05,2,2.52862948049624
Jessica Anderson,South Korea,City,40.0,46.44,4,5.0
Maxwell Miller,South Korea,City,89.62,100.0,3,3.45605901641911
Victoria Wallace,South Korea,Town,76.38,87.07,3,3.81169458778456
Melissa Snyder,Denmark,Town,40.0,49.65,4,4.37505891984683
David Rich,South Korea,City,42.31,47.99,3,3.97262781314489
Katelyn Russell,South Korea,City,50.03,56.81,2,2.43633709331273
Maria Anderson,USA,Rural,55.87,70.81,3,3.48469220752883
Jenna Bell,USA,Rural,49.16,62.64,1,1.04502679317154
Kerry Chan,South Korea,City,41.71,55.35,3,3.71502816551016
Dawn King,USA,City,65.39,84.27,3,3.1796076455087
Gina Ferguson,South Korea,City,66.49,77.26,3,4.13020994572605
Emily Wong,South Korea,Town,98.91,100.0,3,3.73438485349871
Kathleen King,USA,City,60.06,89.47,2,2.45097294658885
Mrs. Ashley Nelson,Denmark,Rural,92.31,100.0,3,4.06345980125388
Donna Caldwell,USA,Rural,83.95,85.15,3,3.94615974204923
Kurt Middleton,USA,City,48.61,57.05,4,4.15014752299952
Shannon Collins,Denmark,Rural,76.65,100.0,3,3.89405747835175
Sarah Snyder,USA,Town,84.68,100.0,3,3.44148940612763
Nicole Fry,NZ,Rural,40.0,46.4,3,3.7134348408229
Chad Carey,Denmark,City,40.0,51.78,4,4.94596041247707
Candice Flores,NZ,Rural,51.73,56.24,5,5.0
Jennifer Pena,USA,City,94.82,100.0,4,4.8287633849413
Mary Perez,USA,Rural,80.47,100.0,4,4.70463148263053
Luis Mann,Denmark,Town,43.2,56.41,1,1.0741548755239
Eddie Chen,South Korea,Rural,69.25,87.34,4,4.40974426212389
Patricia Allen,South Korea,City,58.93,73.06,3,3.35021366059861
Dylan Jackson,South Korea,City,92.56,94.92,3,3.3579475257057
Dawn Myers,USA,City,40.0,47.28,4,4.89184487931068
Cheryl Ward,South Korea,Town,75.99,98.84,3,3.31282999215014
Travis Aguirre,USA,City,48.88,56.64,1,1.09294383247375
Matthew Moses,NZ,Town,70.59,70.2,4,4.78304356974918
Scott Brown,South Korea,City,72.65,84.16,3,3.70118062536986
Connie Harris,USA,Town,66.63,82.26,2,2.17328122582355
Robert Orr,USA,City,93.61,100.0,3,3.33195178982687
Deborah Velazquez,USA,City,41.48,53.51,2,2.33619238350675
Catherine Vargas,USA,Rural,40.0,50.78,4,4.62899102286837
Jessica Sanchez,South Korea,City,59.7,70.83,3,2.93026346393809
Nichole Myers,South Korea,Town,40.0,46.37,3,3.70230821486241
Heidi Webster,USA,Town,40.0,50.84,3,3.63946198960154
Curtis Bauer,Denmark,Town,40.33,46.6,3,3.91152954110093
Natasha Gutierrez,South Korea,Town,72.42,80.52,4,3.86679554679989
Cheryl Beltran,South Korea,City,40.0,51.9,5,5.0
Michele Griffin,USA,City,78.41,87.65,3,3.41937172043055
Mr. Shane Wilson,South Korea,Rural,40.0,42.87,3,3.71928250059033
Tammy Murphy,Denmark,City,50.09,61.5,2,2.23912998558619
Chad Fernandez,South Korea,City,43.49,58.94,3,3.75304986258585
Lawrence Briggs,USA,City,78.26,93.8,2,2.60705880045973
Kenneth Rogers,South Korea,City,43.32,63.83,3,3.23000789497617
Lisa Lopez,USA,Town,53.96,69.13,5,5.0
Andrea Fitzpatrick,Denmark,Town,40.0,48.08,4,5.0
Mrs. Melissa Ochoa,NZ,Town,69.28,79.26,1,1.32301542065173
Cynthia Ross,Denmark,Rural,40.0,48.49,2,2.33346564913864
Dustin Russell,USA,City,55.43,63.98,2,2.54181691876729
Jose Coleman,NZ,City,66.32,74.62,4,4.83991647008477
Christopher Flores,NZ,City,65.65,78.15,3,3.48333985277322
John Lowe,NZ,City,40.0,50.47,5,5.0
Danny Curtis,USA,Rural,40.0,49.86,2,2.04100326407452
Heather Cole,NZ,Rural,40.0,44.51,4,4.88853018095326
Heather Fischer,South Korea,City,67.43,83.57,3,3.14007330315213
Judy Bush,USA,Town,40.0,54.85,4,4.25679606287508
Karen Roberts,Denmark,City,51.09,67.15,3,3.93683439409916
Max Gutierrez,USA,City,99.21,100.0,3,4.00062382648483
Stephen Wright,NZ,Town,82.87,99.37,2,2.38855839127587
Shelly Brooks,South Korea,City,73.32,97.38,2,2.51170702476131
Nicholas Garcia,USA,City,47.15,59.98,3,3.73373816324759
Tanya Farrell,USA,City,40.0,41.18,1,1.09217524333396
Michael Smith,USA,Town,69.27,91.02,2,2.39643501514578
Jennifer Navarro,USA,City,60.16,68.55,3,3.16419823196422
Laurie Anderson,South Korea,City,63.51,73.9,4,5.0
Mercedes Miller,South Korea,City,100.0,100.0,2,2.21746983263943
Sharon Wiggins,USA,City,61.52,68.0,3,3.57506227487257
Jackie Camacho,South Korea,City,69.09,84.34,1,1.01618280795961
Maria Henderson,USA,City,54.08,62.5,1,1.21678154561744
Lisa Yoder,USA,City,93.7,100.0,4,5.0
Patty Hartman,USA,City,59.45,76.94,2,2.46680226297658
Eddie Ramos,USA,City,77.79,92.12,4,3.95385302596522
Jerry Little,Denmark,City,41.61,53.55,4,4.75353621512129
Melissa Chaney,USA,City,73.03,86.19,3,3.18542163570171
Daniel Kent,USA,City,40.0,45.02,3,3.69919552492032
John Cooper,USA,Town,43.64,48.6,4,4.51240470243117
Thomas Cain,Denmark,Town,87.43,100.0,2,2.35397910607036
Karen Richardson,NZ,Rural,79.57,92.63,4,4.49868297688942
Stephanie Winters,South Korea,City,40.0,45.34,1,1.28476384853556
Vicki Morton,USA,Town,78.52,79.39,5,5.0
Theresa Williams,USA,Town,76.24,89.33,3,4.05082268819416
Erin Keller,USA,Town,87.21,100.0,4,4.83684045175582
Michael Glass,USA,City,43.91,57.2,3,3.60308131535026
Kayla Vaughn MD,USA,City,93.59,100.0,4,4.61140798766811
Tristan Wright,USA,Town,89.85,100.0,3,2.94758330782933
Leslie Kim,USA,Rural,54.33,73.39,4,5.0
Kristen Hansen,USA,Rural,90.21,100.0,2,2.56899435681835
Corey Mitchell,USA,City,51.78,60.48,1,1.22197946952706
Victoria Richard,USA,Rural,66.99,73.86,4,4.46586209600647
Russell Price,Denmark,Town,84.69,89.94,2,2.2477201276723
Thomas Summers,NZ,Town,58.48,70.23,3,3.50038931196801
Stacy Anderson,USA,City,49.62,77.18,2,1.72994365776323
Derek Freeman,USA,City,69.23,82.51,5,5.0
Joseph Contreras,Denmark,City,40.0,48.67,2,2.32008685421123
Kristen Roach,Denmark,City,40.0,48.33,4,5.0
Jill Oneill,USA,Town,41.33,52.29,3,3.36328883313577
Kenneth Harris,Denmark,City,66.86,75.62,2,2.32631524663908
Andrea Reed,USA,Town,40.0,55.07,1,1.13532357645496
Alexis Patel,South Korea,City,68.42,75.85,1,1.01570232818682
Joel Kerr,USA,City,66.25,83.04,4,4.74177332049601
Linda Harris,USA,Rural,51.54,53.19,5,5.0
Zachary Thompson,USA,City,87.68,100.0,3,3.94688535514775
Michael Schultz DDS,Denmark,City,61.72,73.28,4,4.830840586627
Christina Mills,USA,Town,43.82,52.68,5,5.0
Patricia Nicholson,USA,City,100.0,100.0,4,3.98994836322902
Mark Mercado,Denmark,City,85.32,100.0,4,4.78356647136208
Amanda Jackson,NZ,Town,60.33,73.17,5,5.0
Anita Levy,USA,City,76.92,75.6,2,3.16254237387782
Jacqueline Smith,USA,City,53.92,61.89,4,3.94225257365651
Rebecca Harmon,Denmark,Town,48.27,63.29,1,1.20812763471306
Sharon Osborne,South Korea,City,49.97,51.65,2,2.5342205533411
Erica Fitzpatrick,USA,City,89.69,95.45,3,4.6138801946127
Holly Miller,South Korea,Town,52.28,70.16,5,5.0
Colton Jackson,USA,City,40.0,46.69,4,4.63889194446745
Andrea Jordan,Denmark,City,69.15,78.9,4,4.76766588376926
Ashley Arnold,USA,Rural,40.0,50.52,2,2.51933795884215
Bridget Silva,NZ,Rural,54.57,64.1,5,5.0
Victoria Townsend,USA,City,82.07,100.0,3,3.91340065857168
James Franklin,USA,Town,46.34,59.0,3,3.53670164134758
Rachel Dickson,NZ,Rural,89.59,100.0,3,4.02659405926298
Dorothy Scott,Denmark,City,67.12,70.83,3,3.05844004898462
Kathryn Villanueva,Denmark,Rural,76.08,90.15,4,5.0
Megan Luna,USA,Town,75.48,90.93,3,3.89430213801908
Adrian Herrera,USA,City,54.03,54.52,4,4.75689606331247
Cheryl Lam,USA,Town,41.53,60.72,2,2.41254203090767
Dawn Ruiz,USA,Rural,97.86,100.0,2,2.41302343393949
Trevor Torres,USA,Town,100.0,100.0,4,4.14684113484638
Amy Barr,USA,Town,81.83,100.0,4,4.54524308468208
Diane Stevens,USA,Rural,51.87,58.74,4,4.93316779745589
Jeremy West,USA,Town,40.21,51.1,4,5.0
Melvin Byrd,USA,City,81.13,90.8,3,3.28230158765916
Christopher Peterson,Denmark,Rural,45.53,56.31,5,5.0
David White,Denmark,City,48.06,56.12,4,4.58030801289315
Kathryn Paul,Denmark,Town,61.86,92.99,3,3.70739206746957
Andrea Kane,USA,City,40.2,48.92,4,4.33755151188047
Dominic Shaw,NZ,Town,75.42,88.7,3,3.72303512672177
Ryan Ewing,Denmark,City,90.74,100.0,5,5.0
Brandon Schneider,South Korea,City,87.62,100.0,3,3.5144329474672
Jesse Murphy,USA,City,70.04,86.15,2,2.22361999443789
Katherine Zimmerman,USA,City,63.84,79.33,1,1.1624302266023
Jeffrey Bennett,NZ,Town,42.72,50.04,4,4.69993925530632
Bonnie Johnson,South Korea,City,48.84,68.62,3,3.55837625927209
Adrian Wolfe,USA,Rural,40.0,53.44,1,1.52225757821172
Sarah Bishop,USA,City,89.64,100.0,2,2.31173516293523
Caroline Burke,USA,Town,50.28,68.2,2,2.34840621170631
Alicia Boone,South Korea,City,49.94,64.49,4,4.47749291212604
Hannah Baker,South Korea,Town,67.29,78.99,3,3.32150250999547
Travis Bates,NZ,City,62.86,65.88,4,4.03790633999915
Robert Becker,USA,City,86.76,100.0,1,1.28128795820132
Casey Jones,USA,Town,48.26,61.72,4,5.0
Jordan Gibbs,Denmark,Rural,96.54,100.0,3,3.31996984579752
Jason Brown,South Korea,City,61.78,86.08,3,3.47187770290266
Alexis Krueger,USA,Rural,43.06,58.69,3,2.97341554688351
Shannon Reyes,USA,Rural,60.57,58.44,5,5.0
Amanda Castro,USA,City,67.35,82.7,2,2.44482671802817
Gregory Scott,South Korea,City,75.27,97.33,1,1.32425975933829
Christopher Brooks,South Korea,City,48.19,56.58,3,3.55871643694106
Chelsea Richardson,South Korea,City,54.67,59.58,5,4.77826099140042
Stephanie Rice,USA,City,77.83,95.74,4,4.5479739457129
Allison Burton,Denmark,Rural,80.47,97.12,5,5.0
Terri Newman,Denmark,Rural,47.7,48.44,3,3.09206037303012
Kathleen Gill,USA,City,62.9,69.34,4,5.0
Ryan Thompson,USA,City,60.29,69.72,3,3.28984727058585
Danielle Ballard,USA,City,82.67,100.0,2,2.72605287618779
Alexandra Henderson,USA,Town,77.86,97.93,3,3.57886710784718
Clayton Ward,South Korea,City,73.75,93.92,2,2.2248892248205
Travis Wyatt,NZ,Rural,50.2,68.86,3,3.41321268195124
James Howe,USA,Town,40.0,43.28,4,3.8903100206432
Jill Phillips,South Korea,City,92.42,100.0,2,2.48544405249
Edward Grant,NZ,Rural,52.13,64.89,1,1.26539286844448
Calvin Harris,NZ,Rural,78.42,83.11,1,1.22448780040866
Dawn Floyd,NZ,City,83.89,100.0,3,3.52475869556536
Richard Smith,USA,Rural,61.68,75.94,3,2.65913791005243
Joshua Hendricks,South Korea,City,57.79,76.62,4,4.68751271798506
Heather Raymond,South Korea,City,52.63,63.98,3,3.12644575077381
Jared Martin,USA,Town,78.35,93.45,4,4.67076247193049
Jeffery Mccoy,South Korea,City,89.61,100.0,1,1.32045187789182
Dylan Price,Denmark,City,43.38,56.86,3,3.8129172415823
Mrs. Sarah Duran PhD,USA,City,55.72,68.82,5,5.0
Sierra Gillespie,NZ,Rural,59.11,61.43,3,3.86807943567503
Dan Gilbert,USA,Town,69.19,69.22,2,2.54492442069629
Maria Schmidt,South Korea,City,56.18,59.24,2,2.38675851017704
Austin Beard,South Korea,City,40.0,39.45,3,3.45546696140114
Timothy Jarvis,USA,Rural,70.95,83.89,3,3.42902801077531
James Johnson,Denmark,Rural,87.5,91.14,3,3.97906558165365
Heather Munoz,USA,Town,62.4,86.65,3,3.21715037113672
Douglas Robinson,South Korea,City,59.14,85.37,4,5.0
Patrick Vega,USA,City,54.1,67.55,4,4.24356591008166
Manuel Morgan,South Korea,City,40.12,47.68,4,5.0
Steve Ortiz,NZ,Town,84.72,85.09,1,1.0
Margaret Travis,South Korea,City,41.16,51.16,4,4.84612248939955
Melissa Walker,South Korea,City,94.74,100.0,4,4.62527128973921
Stacy Anderson,USA,City,40.18,46.61,3,3.99490085614357
Rebekah Jackson,NZ,City,40.0,53.33,2,2.13611778592732
Donna Carter,USA,Rural,60.65,70.3,3,3.56708633595107
Jennifer Warren,USA,City,51.68,69.77,5,5.0
Thomas Torres,South Korea,City,54.66,64.93,5,5.0
Lisa Carey,USA,City,55.73,70.03,4,5.0
Peter Mcdonald,Denmark,City,40.0,40.84,4,4.15701509666524
Jessica Fowler,NZ,Rural,40.0,40.54,3,3.41149357774684
Jeffery Mason,South Korea,City,77.08,91.54,3,3.17804503762792
Jeremiah Delgado,USA,City,58.99,71.87,4,4.8056967570005
Robin Rivas,Denmark,City,65.45,83.01,2,1.99178471902545
Sheila Green,Denmark,Rural,40.0,45.64,4,5.0
Amanda Rice,NZ,Rural,68.0,80.81,4,5.0
Lauren Lopez,USA,Rural,40.0,45.92,3,4.20861944846032
Alexandra Benitez,Denmark,Rural,94.13,99.0,4,5.0
Joel Gonzales,NZ,Rural,40.0,48.49,3,3.61391538732979
Joseph Wilson MD,USA,City,51.12,61.56,1,1.0
Jason Miller,USA,Town,65.07,77.32,3,3.8827128199493
Alexandra Moore,NZ,Town,46.92,62.7,4,4.28446763020116
Caroline Thomas,NZ,Town,69.92,96.41,4,5.0
Jason Sutton,NZ,City,55.66,65.16,2,3.00664227050514
Jonathan Rosales,NZ,Rural,40.0,51.06,4,5.0
Christopher Caldwell,Denmark,Town,50.01,68.74,3,3.16890577829287
David Hart,NZ,Rural,51.34,72.81,5,5.0
Miss Samantha Howell,South Korea,City,63.22,76.49,2,2.28714205853411
Darryl Campbell,Denmark,City,47.14,57.91,2,2.3928863943198
Haley Salazar,South Korea,City,69.7,96.85,1,1.06375379749433
Hailey Giles,USA,City,59.71,81.99,4,4.66033251387065
Charles Evans,USA,Town,82.45,100.0,3,3.25739147606748
Jeanette Gonzales,USA,Town,63.65,72.82,3,2.82526078472531
Megan Thompson,USA,Town,77.49,84.36,4,4.87043809058685
Joshua Henderson,South Korea,City,40.0,47.42,3,2.93404495051033
Carlos Freeman,South Korea,Rural,47.41,65.42,5,5.0
David Robles,USA,City,77.63,85.49,3,3.53509539822948
Jeremy Delacruz,NZ,City,59.81,70.14,5,5.0
Michael Gonzalez,USA,City,83.52,85.83,3,3.46558523136271
Dawn Henderson,USA,Town,57.45,73.84,3,4.31005228737452
Barbara Higgins,USA,City,45.75,48.73,4,5.0
Patrick Dominguez,USA,City,51.44,55.25,3,3.73155148974546
Austin Austin,NZ,City,64.14,81.11,2,2.72557588872866
Natalie Krause,South Korea,City,55.7,75.24,5,5.0
Roberto Massey,Denmark,Rural,40.0,53.32,3,3.73798998473794
John Rice,NZ,Rural,50.96,54.57,2,2.20677792553725
Gary Martin,USA,City,80.03,100.0,3,3.8980730196107
George Bell,USA,Rural,40.0,42.9,4,4.03647399836272
Julie Fischer,USA,Town,40.0,44.3,4,5.0
Debbie Garcia,USA,City,66.61,82.3,2,1.9601770200152
Mark Brewer,USA,Town,61.89,70.93,4,5.0
Jennifer Stone,South Korea,Town,40.0,52.65,3,3.76749318058158
Kathleen Sandoval,USA,Town,66.63,80.06,5,5.0
Beverly Mcbride,South Korea,City,94.76,100.0,3,3.90641385549374
Chad Dorsey,NZ,City,54.03,55.26,3,3.18341152950287
Stacey Davis,USA,Town,40.0,58.8,3,4.46129640997566
Evan Rivera,USA,City,53.37,65.18,1,1.17995726028487
Julie Schwartz,USA,City,54.44,61.67,3,3.16289111036141
Jamie Franklin,NZ,Town,70.0,99.7,3,4.1817105201327
Krystal Sanchez,USA,City,62.69,80.49,2,2.78622827193822
Kelly Wade,South Korea,Town,50.65,62.78,1,1.21948365337672
Tina Watkins,USA,City,94.75,99.99,3,3.29856511254604
Jennifer Weaver,South Korea,City,65.29,80.57,2,2.41320652073082
Emily Meyer,South Korea,City,55.92,60.48,3,3.64398857911889
Brenda Brown,Denmark,Town,68.59,73.8,2,2.66661326594759
Lisa Munoz,NZ,Town,40.0,59.74,3,4.13909436210747
Jessica Mitchell,South Korea,City,40.0,42.05,3,4.21633248089383
Joseph Hall,USA,Town,58.58,65.13,1,1.38562863411982
Tonya Moore,USA,Town,59.98,74.93,1,1.19811980464236
Dean Clark MD,South Korea,Town,52.66,66.3,5,5.0
Angela Mills,USA,Town,60.14,80.96,4,5.0
Michelle Wong,Denmark,Town,70.42,91.02,3,3.84558104279016
Michael Wheeler,South Korea,City,90.24,100.0,3,3.33617722497987
Angel Parks,USA,Town,62.5,68.5,4,4.75219834727619
Jennifer Weaver,NZ,Town,76.96,91.06,2,2.3237878480427
Jesse Scott,South Korea,Town,74.04,76.33,5,5.0
Vicki Nixon,USA,City,67.29,74.31,3,3.54133195132096
Jessica Gray DDS,NZ,City,63.43,85.34,4,4.93766552475812
George Barker,USA,Town,44.68,61.17,5,5.0
Joshua Morales,NZ,City,63.49,76.8,3,3.28258308564172
James Aguilar,USA,City,71.19,94.75,4,5.0
Ricky Moreno,USA,Town,40.0,46.92,4,5.0
Brian Novak,USA,City,40.0,49.39,5,5.0
Pamela Martinez,USA,Rural,40.0,53.95,4,5.0
Jennifer Nolan,USA,City,68.01,72.75,4,4.40047496877211
Caitlin Harris,South Korea,Town,70.94,88.18,4,4.29130417904339
Marcus Beck,USA,City,46.73,46.09,5,5.0
Brian Johnson,USA,Rural,57.11,72.23,1,1.23915431888189
Devin Smith,NZ,Rural,68.84,82.02,5,5.0
Sharon Douglas,Denmark,City,63.16,79.26,1,1.15096168975113
Devin Hood,USA,Rural,66.1,71.16,4,5.0
Jermaine Williams,Denmark,Rural,76.17,82.9,3,3.18066631830678
Charles Brown,South Korea,City,62.77,85.48,3,3.89157364244258
Jordan Robbins,USA,City,87.98,91.77,4,4.788797549939
Brandon Crawford,USA,Rural,67.24,74.05,3,3.82683191922167
Ebony Martin,USA,City,40.0,49.22,2,2.84555156015736
James Collins,South Korea,Rural,67.03,77.85,4,4.93504622309182
Stacey Castro,USA,City,40.0,49.53,4,3.9296560260493
Miranda Frank,USA,City,50.45,59.2,5,5.0
Sandra Whitney,NZ,City,40.95,43.35,2,2.38649587418343
Edgar Cortez,Denmark,Town,60.51,75.09,4,5.0
Kevin Newman,South Korea,Town,44.14,39.32,4,5.0
Angela Richardson MD,Denmark,Rural,48.4,58.07,5,5.0
Suzanne Miller,South Korea,City,40.0,45.52,3,3.97324464402044
Denise Williams,USA,Rural,44.33,58.82,4,5.0
Dennis Johnson,NZ,City,80.76,100.0,4,4.88691025013942
Karen Smith,USA,Town,41.78,54.8,2,2.6721603599632
John Edwards,South Korea,Rural,40.0,54.68,4,4.81029590438162
Melissa Pruitt,South Korea,City,78.65,90.45,3,3.00105389759093
Linda Wolf,South Korea,Rural,93.92,96.06,3,3.63435299757415
Jeanette Johnson,USA,Rural,76.24,83.86,4,4.7986689050153
Lisa Fuller,USA,Town,65.63,94.12,2,1.90620757337761
Lisa Turner,South Korea,City,61.44,70.71,3,3.81988866915964
William Bonilla,Denmark,Town,58.59,69.72,3,3.66507985402922
James Valencia,NZ,City,66.26,77.56,2,2.41393182813956
Daniel Moon,USA,Town,45.44,57.42,4,4.82695720899497
Latoya Norris,USA,City,100.0,100.0,3,3.54672114181609
Melissa Vasquez,USA,Rural,61.95,79.84,3,3.17610699175961
Sharon Villanueva,South Korea,Town,72.43,89.0,3,4.04782218830373
Christina Gutierrez,USA,City,76.85,86.09,3,3.40420229313614
Samantha Park,USA,City,100.0,100.0,4,4.48351072624142
Jason Hendricks,NZ,Town,75.02,89.81,4,4.84289928729228
Jason Dalton,Denmark,City,40.0,48.04,3,3.29294842347147
Karen Washington,USA,Rural,55.27,60.28,2,1.91594913999692
Courtney Fleming MD,NZ,Rural,50.15,52.8,3,4.04899444592625
Jill Hansen,USA,Rural,44.89,52.37,4,4.64542393221741
Christina Ortiz DVM,South Korea,City,72.69,100.0,2,2.0350525201836
Jamie Valenzuela,South Korea,City,40.0,46.5,3,3.65109650005693
Peter Luna,USA,Town,40.77,48.64,1,1.21610825594183
William Allen,NZ,Town,40.0,54.18,3,4.11947333135153
Steven Owen,USA,Town,63.91,84.31,3,3.45952785347975
Felicia Hamilton,South Korea,Town,74.0,94.16,1,1.11939101853981
Jessica Fletcher,Denmark,Rural,69.39,68.57,4,4.85724180658644
Kevin Lee,USA,Town,46.3,60.93,1,1.0908186638719
Stacey Miller PhD,USA,Town,72.11,94.3,5,5.0
Monica Walsh,NZ,Town,41.51,38.85,3,3.31877555644117
Sabrina Mcguire,South Korea,City,40.0,51.98,3,3.56391119679804
Samantha Alvarez MD,USA,Rural,61.56,64.26,3,3.7968426683349
Audrey Hayes,USA,Town,88.55,95.39,4,5.0
Jacob Smith,USA,City,80.74,92.98,3,3.21679801458872
Christopher Lane,USA,Town,73.44,79.89,1,1.0
Gina Mccullough,USA,City,59.97,77.34,3,4.00927100365925
Martha Taylor,NZ,Town,54.54,68.65,5,5.0
Lindsey Conner,USA,City,58.63,80.71,2,2.77456048958155
Bryan White,USA,City,63.64,62.58,4,5.0
Taylor Alexander,USA,City,51.49,60.55,3,3.73887768121074
Jessica Richard,USA,Town,61.44,90.31,4,3.96887267218303
Erin Johnson,South Korea,Town,79.48,90.76,2,2.49532735839491
Greg Morales,USA,City,53.24,70.87,5,5.0
Richard Todd,NZ,City,43.67,52.76,3,3.59417922022558
Kimberly Nguyen,USA,City,43.38,55.74,2,2.21022717507476
Christine Martinez,USA,Town,78.62,83.76,2,2.05763033025246
Daniel Jones,South Korea,City,54.05,64.01,4,4.71844923789005
Sandra Nelson,USA,City,94.98,100.0,3,3.73595634877646
Dana Wilson,USA,Rural,64.68,89.19,1,1.24557607386302
Jillian Martin,USA,City,76.31,74.21,4,4.85066530975202
Patrick Cardenas,Denmark,Town,53.13,41.06,3,3.69370166029792
Jennifer Jones,USA,City,74.74,89.55,3,2.81684999537632
Mr. Kevin Davis,South Korea,City,44.46,39.64,5,5.0
Stephanie Phillips,South Korea,City,59.73,77.66,4,5.0
Charles Davis,USA,Town,40.0,48.43,4,5.0
James Sherman,USA,City,60.83,73.52,3,3.31031156390313
James Krause,NZ,Town,65.63,81.66,3,3.69881917245918
Stacy Ashley,South Korea,City,70.14,87.25,4,5.0
Rebecca Nelson,USA,City,72.56,82.17,2,2.24362417402717
Claudia Mcdaniel,USA,City,77.39,90.85,4,4.84389664511242
Carrie Hall,South Korea,City,77.1,86.23,3,4.12176716407307
Jonathan Nolan,NZ,City,77.62,100.0,3,3.82497917668404
Yolanda Cobb,USA,Town,88.52,100.0,3,3.77225836782547
Glenn Dodson,South Korea,City,87.76,100.0,3,2.95339770544538
Eugene Werner,NZ,Rural,68.97,93.44,4,4.73270350189617
Autumn Pratt,NZ,Rural,48.56,47.22,1,1.09202519514369
Lori Sanchez,South Korea,Town,40.0,45.99,2,2.07172403137009
Steven Bradley,South Korea,Town,66.16,87.28,2,2.41715236043355
Brian Cole,USA,Town,69.49,87.9,3,3.23305319436042
Christopher Zavala,USA,Town,47.67,63.09,4,5.0
Stacy Berry,South Korea,Rural,87.1,100.0,3,2.93888410226437
Austin Bruce DDS,South Korea,City,80.95,81.93,2,2.3254732543959
Tracey Butler,South Korea,City,51.13,54.03,1,1.22459666147672
Ashley Brown,USA,Town,51.63,60.57,1,1.25530295911417
Alexandra Holland,USA,Rural,88.62,100.0,3,3.61989538477029
Anne Gordon,NZ,City,100.0,100.0,2,2.81950502976454
Shawn Johnson,Denmark,Town,91.85,100.0,1,1.17379520377351
Sylvia Mcdonald,USA,City,55.11,59.25,3,4.18062582064037
Jessica Reed,Denmark,Rural,40.0,48.59,3,3.94781632843703
Christopher Poole,USA,Town,73.34,92.07,3,2.98351435248144
Melissa Sanders,NZ,City,61.04,69.14,3,3.89757050873315
Katherine French,NZ,Rural,69.09,85.69,3,3.25576361188659
Shane Thompson,South Korea,City,65.97,76.37,2,2.86946073829164
Jerry Wilson,South Korea,City,68.58,72.54,3,3.84452218757019
Nicole Gardner,NZ,Rural,56.96,73.01,2,2.57561828378292
