Name,Age,Age Group,Country,Handedness,Home Location Type,Sleep,Sleep Group,Tertiary Qualifications,Car,Registration Date,Weight Time 1,Weight Time 2
Jasmine Trujillo,83,80+,USA,Right,Rural,8.5,7 to <9 hours,Undergraduate,Kia,2030-01-01,98.37,104.942734381683
Daniel Velazquez,79,70 to <80,USA,Right,Town,5.0,Under 7 hours,No Qualifications,Hyundai,2032-10-01,99.24,115.890473982529
Benjamin Olson,8,<20,South Korea,Right,City,6.5,Under 7 hours,No Qualifications,Honda,2031-01-01,68.7,65.2970958270673
Micheal Hodges,16,<20,South Korea,Right,City,9.0,9+ hours,No Qualifications,Volkswagen,2032-08-01,90.07,89.3695696748654
Maria Bird,23,20 to <30,Denmark,Right,City,7.0,7 to <9 hours,No Qualifications,Toyota,2031-04-01,91.18,84.7988524197149
Laura Murphy,21,20 to <30,Denmark,Right,City,8.0,7 to <9 hours,Undergraduate,Volkswagen,2031-03-01,92.32,113.932644411659
Jason Patel,75,70 to <80,USA,Right,City,7.5,7 to <9 hours,Undergraduate,Nissan,2030-10-01,100.87,103.075083900446
Jamie Page,53,50 to <60,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Tesla,2031-02-01,94.87,100.07505965171
Samantha Smith,18,<20,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Peugeot,2032-07-01,90.13,96.8694694249197
Timothy Ochoa,99,80+,Denmark,Right,Town,6.0,Under 7 hours,No Qualifications,Volkswagen,2032-08-01,100.29,100.544239475208
Jeremy Roberts,99,80+,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Mini,2031-05-01,98.83,107.561484449145
Patricia Hines,80,80+,USA,Right,Rural,7.0,7 to <9 hours,No Qualifications,Audi,2032-01-01,92.89,86.6686419749775
Julie Olson,48,40 to <50,USA,Right,City,6.5,Under 7 hours,No Qualifications,Toyota,2032-11-01,99.44,116.97902074541
Terry Davenport,89,80+,USA,Ambidextrous,City,8.0,7 to <9 hours,No Qualifications,Fiat,2031-04-01,94.83,109.26930953385
Rebecca Wilson,23,20 to <30,USA,Right,Town,7.0,7 to <9 hours,Undergraduate,Mitsubishi,2030-02-01,90.45,108.235450471464
Donald Juarez,74,70 to <80,Denmark,Right,Town,7.0,7 to <9 hours,No Qualifications,Mitsubishi,2031-04-01,90.4,87.0186671844968
Amanda Christensen,43,40 to <50,USA,Right,City,3.5,Under 7 hours,Undergraduate,Volkswagen,2032-08-01,95.07,91.362942651174
Daniel Bonilla,11,<20,South Korea,Right,City,8.5,7 to <9 hours,No Qualifications,Renault,2032-05-01,74.29,72.7708431472814
Christopher Perez,73,70 to <80,USA,Left,City,3.5,Under 7 hours,No Qualifications,Toyota,2031-06-01,97.58,103.521278599892
David Johnson,45,40 to <50,USA,Left,City,7.5,7 to <9 hours,No Qualifications,Tesla,2030-09-01,97.26,96.9076592288822
Stacy Nguyen,11,<20,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Suzuki,2032-08-01,75.22,74.7765417656637
Eric Gibson DVM,30,30 to <40,USA,Right,City,10.5,9+ hours,No Qualifications,Mini,2031-12-01,99.84,107.221611031596
Joseph Thomas,67,60 to <70,South Korea,Right,Town,5.0,Under 7 hours,No Qualifications,Mazda,2031-10-01,96.47,93.0846542273422
Taylor Schneider,47,40 to <50,NZ,Left,City,4.5,Under 7 hours,No Qualifications,Rolls Royce,2031-11-01,90.45,96.2323116156558
Travis Barker,18,<20,South Korea,Right,Rural,7.5,7 to <9 hours,No Qualifications,Renault,2030-01-01,90.29,96.7302258371574
Kylie Lara,94,80+,USA,Right,Town,4.5,Under 7 hours,Undergraduate,Citroën,2030-10-01,96.78,100.762362893715
Kelly Jackson,49,40 to <50,NZ,Right,Town,7.0,7 to <9 hours,No Qualifications,Mazda,2030-09-01,97.27,96.5606979169009
Brandy Arnold,81,80+,South Korea,Right,City,5.5,Under 7 hours,No Qualifications,Tesla,2031-07-01,99.06,105.496864903241
Ralph Young,11,<20,Denmark,Right,Rural,7.5,7 to <9 hours,No Qualifications,Mitsubishi,2032-07-01,77.78,88.9039504322237
Jeremy Williams,61,60 to <70,NZ,Ambidextrous,Town,7.0,7 to <9 hours,Undergraduate,Toyota,2032-01-01,99.87,102.532632295795
Joshua Jones,40,40 to <50,South Korea,Right,City,7.5,7 to <9 hours,No Qualifications,Mini,2030-10-01,94.94,94.2026414495271
Kimberly Murphy,25,20 to <30,South Korea,Left,City,7.0,7 to <9 hours,No Qualifications,Toyota,2032-10-01,92.22,92.1993022350169
Edward Macias,81,80+,Denmark,Right,Rural,8.0,7 to <9 hours,No Qualifications,Aston Martin,2032-03-01,100.09,102.435899993073
John Miller,51,50 to <60,NZ,Left,Rural,7.5,7 to <9 hours,No Qualifications,Honda,2031-08-01,91.55,95.1507570983978
Dr. Sarah Boone,67,60 to <70,Denmark,Right,City,6.0,Under 7 hours,Undergraduate,Mini,2032-12-01,99.11,102.182611896979
Stanley Hester,81,80+,NZ,Right,Town,6.5,Under 7 hours,No Qualifications,Nissan,2032-08-01,95.65,105.564617814439
Ricardo Russell,28,20 to <30,NZ,Right,Rural,7.5,7 to <9 hours,No Qualifications,Nissan,2030-10-01,84.99,90.3292827080724
Katrina Wilson,24,20 to <30,South Korea,Right,City,5.0,Under 7 hours,No Qualifications,Citroën,2032-04-01,90.75,89.8745476226841
Amy Jackson,58,50 to <60,USA,Right,City,8.0,7 to <9 hours,No Qualifications,Mercedes,2032-01-01,97.53,108.249709067119
Angela Ryan,41,40 to <50,South Korea,Right,City,8.5,7 to <9 hours,No Qualifications,Tesla,2031-03-01,90.16,97.9271675745505
Amanda Alvarado,29,20 to <30,Denmark,Right,Rural,7.0,7 to <9 hours,Postgraduate,Mercedes,2032-11-01,99.96,101.538699138594
Renee Jones,74,70 to <80,USA,Right,Rural,5.5,Under 7 hours,No Qualifications,Mini,2031-02-01,96.49,92.2947275868823
Jasmine Lam,64,60 to <70,USA,Left,Town,7.5,7 to <9 hours,No Qualifications,Mazda,2032-07-01,95.36,98.7150994959352
Logan Hayes,22,20 to <30,South Korea,Right,Rural,10.5,9+ hours,Undergraduate,Mini,2032-06-01,94.7,96.076212694158
David Cameron,45,40 to <50,NZ,Left,Town,6.0,Under 7 hours,No Qualifications,Porsche,2031-11-01,94.49,99.3329709253487
Vincent Garza,60,60 to <70,South Korea,Right,City,8.5,7 to <9 hours,No Qualifications,Mitsubishi,2032-07-01,94.85,101.685821388229
Patricia Montgomery,76,70 to <80,USA,Right,City,7.5,7 to <9 hours,No Qualifications,Mini,2032-01-01,100.59,88.1493130921335
Tina Mathews,84,80+,NZ,Right,Town,6.0,Under 7 hours,No Qualifications,Honda,2032-10-01,96.08,99.4392119034737
Angela Hernandez,15,<20,USA,Right,Town,7.0,7 to <9 hours,No Qualifications,Suzuki,2031-12-01,82.87,74.7898675503603
Devon Hines,74,70 to <80,USA,Right,Rural,5.5,Under 7 hours,No Qualifications,Suzuki,2031-04-01,93.78,101.546440867591
Dominique Edwards,70,70 to <80,NZ,Right,City,6.0,Under 7 hours,Undergraduate,Audi,2032-08-01,97.46,101.927512612263
Wendy Baker,43,40 to <50,USA,Ambidextrous,City,6.0,Under 7 hours,Postgraduate,Mitsubishi,2030-04-01,94.88,101.209326740924
Tiffany Martinez,35,30 to <40,Denmark,Ambidextrous,Town,8.0,7 to <9 hours,No Qualifications,BMW,2031-06-01,94.68,97.7680699915646
Jesse Alvarado,83,80+,USA,Right,Town,6.0,Under 7 hours,No Qualifications,Fiat,2031-01-01,93.24,89.5730026495716
Katrina Stephens,43,40 to <50,South Korea,Right,Town,6.0,Under 7 hours,Undergraduate,Tesla,2032-03-01,95.39,92.0765645026576
Kathryn Ramirez,12,<20,Denmark,Right,Rural,7.5,7 to <9 hours,No Qualifications,Mini,2030-02-01,78.28,89.8501541585043
Corey Buckley,91,80+,Denmark,Left,City,9.5,9+ hours,No Qualifications,Toyota,2032-03-01,96.58,99.236604370307
Marissa Dickerson,45,40 to <50,USA,Right,City,8.0,7 to <9 hours,No Qualifications,Hyundai,2032-01-01,98.34,112.651761284192
Robert Ellis,99,80+,USA,Ambidextrous,City,4.5,Under 7 hours,No Qualifications,Tesla,2030-04-01,93.9,95.2762476980913
Heather Martinez,41,40 to <50,NZ,Right,Town,10.0,9+ hours,No Qualifications,Mitsubishi,2030-04-01,92.28,91.2434444551019
Matthew Vasquez,18,<20,USA,Right,Town,9.5,9+ hours,No Qualifications,Mini,2031-12-01,94.06,102.428004243518
Christina Hoover,47,40 to <50,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Tesla,2031-03-01,99.07,115.389488221239
Kyle Johnson,54,50 to <60,Denmark,Right,Rural,7.5,7 to <9 hours,No Qualifications,Mitsubishi,2032-05-01,97.27,103.551170758525
Tammy Jones,51,50 to <60,Denmark,Right,City,7.5,7 to <9 hours,Undergraduate,Toyota,2032-03-01,89.29,92.9169755561009
Christopher Owen,58,50 to <60,NZ,Right,Rural,9.0,9+ hours,No Qualifications,Mitsubishi,2032-11-01,97.34,105.838716043558
Brandon Adams,78,70 to <80,USA,Right,Town,9.0,9+ hours,Undergraduate,Honda,2032-07-01,96.36,103.536560042511
Kaitlin Jimenez,68,60 to <70,NZ,Right,Town,6.0,Under 7 hours,No Qualifications,Peugeot,2031-03-01,97.15,101.673673312764
Angela Estes,93,80+,USA,Right,Town,6.0,Under 7 hours,No Qualifications,Volkswagen,2030-10-01,94.59,86.763751607506
Stephen Oliver,72,70 to <80,USA,Right,City,5.5,Under 7 hours,No Qualifications,Fiat,2031-02-01,103.53,112.033001051339
Edward Smith,56,50 to <60,USA,Right,Rural,6.5,Under 7 hours,No Qualifications,Renault,2031-03-01,92.77,83.0562090766916
Megan Ellis,75,70 to <80,USA,Left,City,8.5,7 to <9 hours,No Qualifications,Jaguar,2031-11-01,94.24,109.828355346031
Darren Jones,10,<20,Denmark,Left,Rural,8.0,7 to <9 hours,No Qualifications,Mercedes,2031-02-01,74.03,75.2082255968588
Taylor Moran,14,<20,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Tesla,2031-10-01,81.38,80.4913106103871
Amber Cox,9,<20,NZ,Right,Rural,6.5,Under 7 hours,No Qualifications,Mazda,2031-06-01,76.78,73.8965690702444
Darren Wolf,17,<20,South Korea,Right,City,8.5,7 to <9 hours,No Qualifications,Nissan,2032-07-01,88.17,94.5256707119649
Adam Lopez,11,<20,South Korea,Right,Town,6.0,Under 7 hours,No Qualifications,Hyundai,2030-02-01,80.32,90.7232572488801
Christopher Cook,86,80+,USA,Right,Town,5.0,Under 7 hours,Undergraduate,Mazda,2030-10-01,95.59,108.12458411239
Katherine Carpenter,46,40 to <50,USA,Right,City,6.5,Under 7 hours,No Qualifications,Hyundai,2030-03-01,93.62,95.0119503147666
Christine Lyons,75,70 to <80,South Korea,Ambidextrous,Town,6.5,Under 7 hours,No Qualifications,Kia,2032-04-01,97.26,101.617440774438
Yvette Dudley,97,80+,South Korea,Right,Town,6.5,Under 7 hours,No Qualifications,Renault,2030-10-01,97.0,96.6265343696219
Travis Wilson,50,50 to <60,NZ,Left,Rural,8.0,7 to <9 hours,No Qualifications,Suzuki,2032-09-01,98.98,108.902353222936
Michelle Campbell,34,30 to <40,Denmark,Right,City,5.5,Under 7 hours,Undergraduate,Honda,2032-07-01,96.4,99.5345577372481
Ronald Pham,53,50 to <60,South Korea,Right,City,9.0,9+ hours,Undergraduate,Mini,2032-02-01,100.36,99.5195565319233
Jennifer Harvey,20,20 to <30,South Korea,Right,City,10.0,9+ hours,No Qualifications,Toyota,2032-10-01,93.91,86.2520572017785
Monica Avila,54,50 to <60,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Mazda,2030-03-01,98.65,104.992469331943
Anthony Miller,25,20 to <30,USA,Ambidextrous,Town,8.5,7 to <9 hours,No Qualifications,Volkswagen,2030-02-01,88.62,94.4113222017922
Samuel Patton,70,70 to <80,NZ,Right,City,5.5,Under 7 hours,No Qualifications,Kia,2032-03-01,95.92,108.86285245571
Tiffany George,40,40 to <50,South Korea,Ambidextrous,City,6.5,Under 7 hours,No Qualifications,Renault,2032-03-01,88.88,92.8070713748423
Kaitlyn Green,17,<20,South Korea,Left,Rural,8.5,7 to <9 hours,No Qualifications,Citroën,2032-02-01,91.92,99.616759319549
Jacob Beck,48,40 to <50,USA,Right,Town,7.0,7 to <9 hours,Undergraduate,Hyundai,2031-11-01,93.2,95.065532620931
Angela Wu,60,60 to <70,USA,Right,Town,5.5,Under 7 hours,No Qualifications,Renault,2030-11-01,95.81,110.5972235637
Robert Martin,60,60 to <70,NZ,Left,Rural,6.0,Under 7 hours,No Qualifications,Honda,2030-03-01,95.88,97.0685300169141
Joanne Lane,15,<20,USA,Left,City,7.5,7 to <9 hours,No Qualifications,Audi,2032-01-01,86.59,91.9612307588648
James Thomas,73,70 to <80,USA,Right,City,7.5,7 to <9 hours,No Qualifications,Citroën,2032-11-01,92.24,100.383851563418
Matthew King,45,40 to <50,South Korea,Right,City,9.5,9+ hours,Undergraduate,Mercedes,2032-10-01,93.23,104.572290996635
Thomas Wright,40,40 to <50,NZ,Right,Rural,9.5,9+ hours,No Qualifications,Peugeot,2031-11-01,97.57,100.4512317053
Jason Thompson,65,60 to <70,NZ,Right,Rural,9.0,9+ hours,Undergraduate,Tesla,2032-06-01,97.69,91.403396013183
Daniel Smith,27,20 to <30,NZ,Left,Rural,10.0,9+ hours,Undergraduate,Fiat,2032-11-01,90.98,103.457876398553
Clinton Miller,11,<20,USA,Right,City,9.0,9+ hours,No Qualifications,Citroën,2030-09-01,78.22,78.628976032
Sheryl Lopez,80,80+,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Mini,2031-09-01,100.81,112.63333287306
Michael Hill,51,50 to <60,USA,Right,City,6.0,Under 7 hours,No Qualifications,Toyota,2031-09-01,94.27,113.119416579763
Sharon Williams,31,30 to <40,USA,Right,Town,9.0,9+ hours,No Qualifications,Hyundai,2032-01-01,95.86,104.582721716104
Tracy Knapp DDS,16,<20,USA,Right,City,5.5,Under 7 hours,No Qualifications,Tesla,2031-01-01,87.46,93.6186703366398
Ann Hill,38,30 to <40,South Korea,Right,City,9.5,9+ hours,No Qualifications,Toyota,2030-01-01,93.92,101.473745232556
Rachael Anderson,43,40 to <50,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Mini,2031-12-01,87.67,99.9326077084053
Richard Carey,82,80+,USA,Right,Town,6.5,Under 7 hours,Undergraduate,Suzuki,2031-09-01,97.26,107.913347660107
Andrew Santiago,28,20 to <30,USA,Right,Rural,7.5,7 to <9 hours,No Qualifications,Mazda,2031-01-01,94.23,107.503806603896
Christopher Harmon,8,<20,NZ,Left,Town,6.5,Under 7 hours,No Qualifications,Rolls Royce,2031-11-01,73.98,78.0080550088559
Jennifer Gutierrez,41,40 to <50,USA,Left,Town,7.5,7 to <9 hours,No Qualifications,Kia,2032-09-01,96.11,85.4185043644533
Perry Nelson,87,80+,Denmark,Right,Town,5.5,Under 7 hours,No Qualifications,Fiat,2031-06-01,97.03,92.3742301651254
Ebony Mcdonald,57,50 to <60,Denmark,Right,Rural,5.5,Under 7 hours,Undergraduate,Renault,2031-01-01,95.53,98.4290362838734
Erika Lopez,94,80+,USA,Right,Town,11.0,9+ hours,Undergraduate,Suzuki,2032-06-01,97.62,100.321487755796
Jennifer Roberts,71,70 to <80,USA,Left,City,7.0,7 to <9 hours,No Qualifications,Nissan,2030-01-01,99.07,107.390491793
Thomas Brown IV,99,80+,NZ,Ambidextrous,City,5.5,Under 7 hours,No Qualifications,Mini,2031-04-01,100.05,99.4110420286435
Kimberly Brown MD,40,40 to <50,NZ,Right,Rural,8.5,7 to <9 hours,No Qualifications,Hyundai,2032-11-01,92.6,96.5579036265058
Caleb Ruiz,80,80+,South Korea,Left,City,5.0,Under 7 hours,Postgraduate,Tesla,2031-06-01,95.98,96.8247326946997
Ryan Cervantes,44,40 to <50,South Korea,Right,Rural,9.5,9+ hours,No Qualifications,Nissan,2030-04-01,89.8,89.101462320087
Anna Mccarthy,50,50 to <60,NZ,Right,Rural,7.5,7 to <9 hours,No Qualifications,Porsche,2030-01-01,93.02,93.4898392350848
Edward Swanson,72,70 to <80,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Toyota,2032-02-01,93.78,96.586862149416
Thomas Taylor,35,30 to <40,NZ,Right,City,7.0,7 to <9 hours,No Qualifications,Nissan,2032-08-01,94.11,98.5353701023749
Tina White,19,<20,USA,Right,Town,10.0,9+ hours,No Qualifications,Renault,2031-08-01,98.57,89.479325765238
Lynn Smith,96,80+,USA,Left,City,6.0,Under 7 hours,No Qualifications,Kia,2032-06-01,93.39,93.1900711691252
Michelle Salazar,80,80+,Denmark,Right,Rural,6.0,Under 7 hours,No Qualifications,Aston Martin,2030-03-01,95.28,96.0316458596185
Philip Jordan,16,<20,USA,Left,Town,8.0,7 to <9 hours,No Qualifications,Renault,2031-11-01,88.47,98.8405339883776
Calvin Davidson,12,<20,NZ,Ambidextrous,Town,8.0,7 to <9 hours,No Qualifications,Volkswagen,2030-09-01,74.92,71.3080924951373
Preston Andrade,15,<20,NZ,Left,Rural,7.5,7 to <9 hours,No Qualifications,Toyota,2031-02-01,85.95,89.4595452667984
Robert Clark MD,37,30 to <40,Denmark,Left,City,8.0,7 to <9 hours,No Qualifications,Tesla,2031-11-01,92.76,98.329650434219
Dylan Norris,49,40 to <50,South Korea,Right,Town,8.0,7 to <9 hours,No Qualifications,BMW,2032-06-01,95.26,113.571629988114
William Simpson,21,20 to <30,USA,Right,Town,8.0,7 to <9 hours,No Qualifications,Mini,2031-06-01,90.88,91.1336574436795
Joel Adams,33,30 to <40,Denmark,Right,City,6.0,Under 7 hours,Undergraduate,Mini,2031-01-01,92.41,89.6945142180022
Edwin Gardner,38,30 to <40,NZ,Right,Rural,8.0,7 to <9 hours,Postgraduate,Mazda,2032-10-01,91.1,99.0038099726214
Mrs. Victoria Cox,28,20 to <30,USA,Right,City,7.0,7 to <9 hours,Undergraduate,Peugeot,2031-11-01,93.84,96.116938144279
Terry Guerrero,77,70 to <80,USA,Right,Town,7.5,7 to <9 hours,Undergraduate,Kia,2031-04-01,93.85,105.093429402791
Christian Miller,15,<20,Denmark,Right,City,7.5,7 to <9 hours,No Qualifications,Tesla,2031-08-01,85.47,87.2096734467995
Thomas Stanley,17,<20,South Korea,Ambidextrous,City,7.0,7 to <9 hours,No Qualifications,Honda,2031-06-01,89.6,95.1531194064509
Mrs. Christina Lee,87,80+,South Korea,Right,City,9.0,9+ hours,No Qualifications,Honda,2032-05-01,95.17,100.873495196072
Michael Walker,30,30 to <40,USA,Right,City,6.5,Under 7 hours,No Qualifications,Suzuki,2032-04-01,96.21,94.4748791219463
Michele Watson,36,30 to <40,Denmark,Right,City,6.5,Under 7 hours,No Qualifications,Tesla,2031-01-01,94.31,97.2664375340793
Julie Smith,20,20 to <30,South Korea,Right,City,6.5,Under 7 hours,No Qualifications,Toyota,2030-01-01,90.46,99.1053306518819
Emily Stark,78,70 to <80,NZ,Ambidextrous,Rural,9.5,9+ hours,No Qualifications,Nissan,2031-05-01,96.73,94.6896234672152
Seth Russell,78,70 to <80,USA,Right,City,8.0,7 to <9 hours,No Qualifications,Tesla,2032-07-01,96.58,101.716310257656
David Taylor,28,20 to <30,NZ,Right,Rural,5.5,Under 7 hours,No Qualifications,Hyundai,2030-09-01,90.73,95.5120423953829
Michelle Johnson,26,20 to <30,Denmark,Left,City,8.0,7 to <9 hours,No Qualifications,Mini,2030-04-01,87.09,77.4566071519096
Blake Atkins,9,<20,Denmark,Right,Rural,9.5,9+ hours,No Qualifications,Renault,2032-05-01,76.68,78.9390831379118
Dr. Heather Douglas,57,50 to <60,Denmark,Right,Rural,7.0,7 to <9 hours,Undergraduate,Mitsubishi,2031-04-01,92.24,94.6252747955194
Chloe Allen,29,20 to <30,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Toyota,2032-10-01,93.78,107.724546501689
Megan Mendoza,31,30 to <40,USA,Ambidextrous,City,8.0,7 to <9 hours,No Qualifications,Nissan,2032-05-01,91.15,96.9710159534566
Tammy Beck,56,50 to <60,South Korea,Right,City,6.0,Under 7 hours,Undergraduate,Mitsubishi,2031-05-01,96.16,96.4436818965358
Jeff Brown,52,50 to <60,NZ,Right,Rural,6.5,Under 7 hours,Undergraduate,Mini,2031-10-01,90.23,100.45403968487
Anthony Camacho,31,30 to <40,South Korea,Right,City,6.0,Under 7 hours,No Qualifications,Citroën,2030-09-01,89.71,91.2477833669568
Diana Hall,85,80+,South Korea,Right,City,8.0,7 to <9 hours,Postgraduate,Mini,2032-06-01,99.28,103.287418549563
Scott Tran,17,<20,NZ,Right,Rural,10.5,9+ hours,No Qualifications,Hyundai,2030-11-01,89.78,93.1483992716116
Susan Finley,49,40 to <50,Denmark,Left,Town,6.0,Under 7 hours,Postgraduate,Volkswagen,2031-02-01,97.02,95.1513368199066
Brent Greene,11,<20,USA,Ambidextrous,Town,8.5,7 to <9 hours,No Qualifications,Fiat,2031-05-01,78.34,79.3195679445793
William Johnson,95,80+,USA,Right,City,7.5,7 to <9 hours,No Qualifications,Mini,2032-02-01,96.52,103.43953794953
John Lane,11,<20,USA,Right,Town,7.0,7 to <9 hours,No Qualifications,Nissan,2031-03-01,80.37,77.8762671825749
Martin Gutierrez,21,20 to <30,South Korea,Ambidextrous,Rural,5.5,Under 7 hours,No Qualifications,Toyota,2032-08-01,92.37,91.9045419467966
Joan Gonzales,55,50 to <60,South Korea,Right,City,6.5,Under 7 hours,No Qualifications,Peugeot,2031-12-01,90.18,92.6621814009054
Jeffrey Thomas,86,80+,NZ,Right,Rural,6.0,Under 7 hours,Undergraduate,Volkswagen,2031-01-01,98.21,100.255775135003
Thomas Graham,91,80+,NZ,Right,Rural,5.0,Under 7 hours,No Qualifications,BMW,2030-02-01,97.57,105.042753155354
Janet Carter,55,50 to <60,USA,Right,Rural,7.0,7 to <9 hours,No Qualifications,Lamborghini,2032-06-01,93.88,104.979987654989
Maria Hill,12,<20,South Korea,Right,City,9.5,9+ hours,No Qualifications,Volkswagen,2032-11-01,77.72,76.9120254692591
Stacey Smith,20,20 to <30,USA,Right,City,7.5,7 to <9 hours,No Qualifications,Mazda,2032-07-01,94.53,95.5104774551115
Olivia Mccoy,28,20 to <30,USA,Right,City,6.0,Under 7 hours,No Qualifications,Mitsubishi,2031-04-01,92.51,90.9071292086998
Brandon Cox Jr.,20,20 to <30,USA,Right,Rural,5.5,Under 7 hours,No Qualifications,Mitsubishi,2030-01-01,89.98,108.497365420189
David Chavez,31,30 to <40,South Korea,Left,City,8.0,7 to <9 hours,Undergraduate,Nissan,2031-12-01,92.09,105.701841603273
Mrs. Kathleen Johnson MD,18,<20,USA,Right,Town,9.0,9+ hours,No Qualifications,Fiat,2032-07-01,88.52,92.1349998348554
Leslie Thomas,97,80+,NZ,Right,Rural,6.5,Under 7 hours,Postgraduate,Mercedes,2031-12-01,93.92,95.531770158133
Nancy Collins,80,80+,USA,Right,Rural,8.5,7 to <9 hours,No Qualifications,Toyota,2032-04-01,102.43,118.05947896047
Ashley Morales,21,20 to <30,Denmark,Right,Rural,8.5,7 to <9 hours,Undergraduate,Kia,2030-02-01,92.44,101.925877013974
Jennifer Mitchell,22,20 to <30,USA,Right,Rural,8.0,7 to <9 hours,No Qualifications,Suzuki,2031-08-01,93.3,96.593709655093
Andrew Dawson,48,40 to <50,South Korea,Left,City,8.0,7 to <9 hours,Undergraduate,Hyundai,2031-11-01,93.61,98.1240071705504
Rhonda Barr,22,20 to <30,USA,Right,Town,8.0,7 to <9 hours,Postgraduate,Audi,2031-01-01,91.35,79.7889830514594
Dr. Leah Mckee DDS,75,70 to <80,Denmark,Right,City,7.0,7 to <9 hours,No Qualifications,BMW,2031-05-01,95.67,96.0565848825784
Robert Tucker,8,<20,South Korea,Left,Town,7.5,7 to <9 hours,No Qualifications,Peugeot,2030-01-01,71.43,76.7449340515763
Nicholas Patel,90,80+,South Korea,Right,Rural,5.0,Under 7 hours,No Qualifications,Renault,2031-02-01,97.1,102.115533447593
